scenario,t,id,numero_veicoli,densita,velocita
osm.sumocfg,1,1280975212,0,0.0,22.22
osm.sumocfg,1,1280975213,0,0.0,19.44
osm.sumocfg,1,268118776,0,0.0,19.44
osm.sumocfg,1,268118781,0,0.0,19.44
osm.sumocfg,1,270520028,0,0.0,25.0
osm.sumocfg,1,270520032,0,0.0,25.0
osm.sumocfg,1,4314451,0,0.0,19.44
osm.sumocfg,1,624243984,0,0.0,19.44
osm.sumocfg,1,704287262,0,0.0,22.22
osm.sumocfg,1,704560552,0,0.0,22.22
osm.sumocfg,1,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,1,839672235,0,0.0,25.0
osm.sumocfg,1,839672236,0,0.0,39.44
osm.sumocfg,1,932385130#1,0,0.0,39.44
osm.sumocfg,1,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,1,932385139,0,0.0,22.22
osm.sumocfg,1,932385140,0,0.0,22.22
osm.sumocfg,1,932385142,0,0.0,25.0
osm.sumocfg,1,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,2,1021647991,1,0.00953371468192061,20.022616090431626
osm.sumocfg,2,1178714446,4,0.08654275092936804,24.14885596285393
osm.sumocfg,2,1178714447,0,0.0,39.44
osm.sumocfg,2,1219095754,0,0.0,19.44
osm.sumocfg,2,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,2,1219095756#0,0,0.0,19.44
osm.sumocfg,2,1275720499,0,0.0,19.44
osm.sumocfg,2,1275720499-AddedOffRampEdge,1,0.017599436818021823,12.96
osm.sumocfg,2,1275720500,0,0.0,19.44
osm.sumocfg,2,1280975206,0,0.0,22.22
osm.sumocfg,2,1280975207,0,0.0,22.22
osm.sumocfg,2,1280975209#0,0,0.0,22.22
osm.sumocfg,2,1280975210,0,0.0,25.0
osm.sumocfg,2,1280975211#0,0,0.0,19.44
osm.sumocfg,2,1280975212,0,0.0,22.22
osm.sumocfg,2,1280975213,0,0.0,19.44
osm.sumocfg,2,268118776,0,0.0,19.44
osm.sumocfg,2,268118781,0,0.0,19.44
osm.sumocfg,2,270520028,0,0.0,25.0
osm.sumocfg,2,270520032,0,0.0,25.0
osm.sumocfg,2,4314451,0,0.0,19.44
osm.sumocfg,2,624243984,0,0.0,19.44
osm.sumocfg,2,704287262,0,0.0,22.22
osm.sumocfg,2,704560552,0,0.0,22.22
osm.sumocfg,2,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,2,839672235,0,0.0,25.0
osm.sumocfg,2,839672236,0,0.0,39.44
osm.sumocfg,2,932385130#1,0,0.0,39.44
osm.sumocfg,2,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,2,932385139,0,0.0,22.22
osm.sumocfg,2,932385140,0,0.0,22.22
osm.sumocfg,2,932385142,0,0.0,25.0
osm.sumocfg,2,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,3,1021647991,1,0.00953371468192061,19.530547090286206
osm.sumocfg,3,1178714446,3,0.0508550185873606,23.493868504981315
osm.sumocfg,3,1178714447,0,0.0,39.44
osm.sumocfg,3,1219095754,0,0.0,19.44
osm.sumocfg,3,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,3,1219095756#0,0,0.0,19.44
osm.sumocfg,3,1275720499,0,0.0,19.44
osm.sumocfg,3,1275720499-AddedOffRampEdge,2,0.03519887363604365,7.218526918459684
osm.sumocfg,3,1275720500,0,0.0,19.44
osm.sumocfg,3,1280975206,0,0.0,22.22
osm.sumocfg,3,1280975207,0,0.0,22.22
osm.sumocfg,3,1280975209#0,0,0.0,22.22
osm.sumocfg,3,1280975210,0,0.0,25.0
osm.sumocfg,3,1280975211#0,1,0.0749175906502847,9.72
osm.sumocfg,3,1280975212,0,0.0,22.22
osm.sumocfg,3,1280975213,0,0.0,19.44
osm.sumocfg,3,268118776,0,0.0,19.44
osm.sumocfg,3,268118781,0,0.0,19.44
osm.sumocfg,3,270520028,0,0.0,25.0
osm.sumocfg,3,270520032,0,0.0,25.0
osm.sumocfg,3,4314451,0,0.0,19.44
osm.sumocfg,3,624243984,0,0.0,19.44
osm.sumocfg,3,704287262,0,0.0,22.22
osm.sumocfg,3,704560552,0,0.0,22.22
osm.sumocfg,3,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,3,839672235,0,0.0,25.0
osm.sumocfg,3,839672236,0,0.0,39.44
osm.sumocfg,3,932385130#1,0,0.0,39.44
osm.sumocfg,3,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,3,932385139,0,0.0,22.22
osm.sumocfg,3,932385140,0,0.0,22.22
osm.sumocfg,3,932385142,2,0.04386870355078448,25.085521619610955
osm.sumocfg,3,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,4,1021647991,2,0.031201248049921998,19.428540629318643
osm.sumocfg,4,1178714446,3,0.0446096654275093,22.588448669436644
osm.sumocfg,4,1178714447,0,0.0,39.44
osm.sumocfg,4,1219095754,0,0.0,19.44
osm.sumocfg,4,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,4,1219095756#0,0,0.0,19.44
osm.sumocfg,4,1275720499,0,0.0,19.44
osm.sumocfg,4,1275720499-AddedOffRampEdge,2,0.03519887363604365,8.897454183334485
osm.sumocfg,4,1275720500,0,0.0,19.44
osm.sumocfg,4,1280975206,0,0.0,22.22
osm.sumocfg,4,1280975207,0,0.0,22.22
osm.sumocfg,4,1280975209#0,0,0.0,22.22
osm.sumocfg,4,1280975210,0,0.0,25.0
osm.sumocfg,4,1280975211#0,1,0.0749175906502847,10.843870868294035
osm.sumocfg,4,1280975212,0,0.0,22.22
osm.sumocfg,4,1280975213,0,0.0,19.44
osm.sumocfg,4,268118776,0,0.0,19.44
osm.sumocfg,4,268118781,0,0.0,19.44
osm.sumocfg,4,270520028,0,0.0,25.0
osm.sumocfg,4,270520032,0,0.0,25.0
osm.sumocfg,4,4314451,0,0.0,19.44
osm.sumocfg,4,624243984,0,0.0,19.44
osm.sumocfg,4,704287262,0,0.0,22.22
osm.sumocfg,4,704560552,0,0.0,22.22
osm.sumocfg,4,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,4,839672235,0,0.0,25.0
osm.sumocfg,4,839672236,0,0.0,39.44
osm.sumocfg,4,932385130#1,0,0.0,39.44
osm.sumocfg,4,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,4,932385139,0,0.0,22.22
osm.sumocfg,4,932385140,0,0.0,22.22
osm.sumocfg,4,932385142,3,0.060130317620764206,24.290616619108757
osm.sumocfg,4,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,5,1021647991,2,0.031201248049921998,18.698597101820045
osm.sumocfg,5,1178714446,4,0.0664638063751637,21.463236102991537
osm.sumocfg,5,1178714447,0,0.0,39.44
osm.sumocfg,5,1219095754,0,0.0,19.44
osm.sumocfg,5,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,5,1219095756#0,0,0.0,19.44
osm.sumocfg,5,1275720499,0,0.0,19.44
osm.sumocfg,5,1275720499-AddedOffRampEdge,2,0.03519887363604365,10.220109489136377
osm.sumocfg,5,1275720500,0,0.0,19.44
osm.sumocfg,5,1280975206,0,0.0,22.22
osm.sumocfg,5,1280975207,0,0.0,22.22
osm.sumocfg,5,1280975209#0,0,0.0,22.22
osm.sumocfg,5,1280975210,0,0.0,25.0
osm.sumocfg,5,1280975211#0,1,0.0749175906502847,11.775185564630664
osm.sumocfg,5,1280975212,0,0.0,22.22
osm.sumocfg,5,1280975213,0,0.0,19.44
osm.sumocfg,5,268118776,0,0.0,19.44
osm.sumocfg,5,268118781,0,0.0,19.44
osm.sumocfg,5,270520028,0,0.0,25.0
osm.sumocfg,5,270520032,0,0.0,25.0
osm.sumocfg,5,4314451,0,0.0,19.44
osm.sumocfg,5,624243984,0,0.0,19.44
osm.sumocfg,5,704287262,0,0.0,22.22
osm.sumocfg,5,704560552,0,0.0,22.22
osm.sumocfg,5,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,5,839672235,0,0.0,25.0
osm.sumocfg,5,839672236,0,0.0,39.44
osm.sumocfg,5,932385130#1,0,0.0,39.44
osm.sumocfg,5,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,5,932385139,0,0.0,22.22
osm.sumocfg,5,932385140,0,0.0,22.22
osm.sumocfg,5,932385142,3,0.06219033856317094,24.59981944643428
osm.sumocfg,5,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,6,1021647991,1,0.02584946870828693,19.165275051863638
osm.sumocfg,6,1178714446,4,0.05947955390334573,21.64381172537248
osm.sumocfg,6,1178714447,0,0.0,39.44
osm.sumocfg,6,1219095754,0,0.0,19.44
osm.sumocfg,6,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,6,1219095756#0,0,0.0,19.44
osm.sumocfg,6,1275720499,1,0.12953367875647667,17.30040217855375
osm.sumocfg,6,1275720499-AddedOffRampEdge,2,0.03519887363604365,11.498885448427563
osm.sumocfg,6,1275720500,0,0.0,19.44
osm.sumocfg,6,1280975206,0,0.0,22.22
osm.sumocfg,6,1280975207,0,0.0,22.22
osm.sumocfg,6,1280975209#0,0,0.0,22.22
osm.sumocfg,6,1280975210,0,0.0,25.0
osm.sumocfg,6,1280975211#0,1,0.0749175906502847,12.750615879863036
osm.sumocfg,6,1280975212,0,0.0,22.22
osm.sumocfg,6,1280975213,0,0.0,19.44
osm.sumocfg,6,268118776,0,0.0,19.44
osm.sumocfg,6,268118781,0,0.0,19.44
osm.sumocfg,6,270520028,0,0.0,25.0
osm.sumocfg,6,270520032,0,0.0,25.0
osm.sumocfg,6,4314451,0,0.0,19.44
osm.sumocfg,6,624243984,0,0.0,19.44
osm.sumocfg,6,704287262,0,0.0,22.22
osm.sumocfg,6,704560552,0,0.0,22.22
osm.sumocfg,6,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,6,839672235,0,0.0,25.0
osm.sumocfg,6,839672236,0,0.0,39.44
osm.sumocfg,6,932385130#1,0,0.0,39.44
osm.sumocfg,6,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,6,932385139,0,0.0,22.22
osm.sumocfg,6,932385140,0,0.0,22.22
osm.sumocfg,6,932385142,4,0.07509289843104873,23.886113663869438
osm.sumocfg,6,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,7,1021647991,1,0.02166753336800139,19.328344598761532
osm.sumocfg,7,1178714446,4,0.059479553903345736,23.153358589586038
osm.sumocfg,7,1178714447,0,0.0,39.44
osm.sumocfg,7,1219095754,0,0.0,19.44
osm.sumocfg,7,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,7,1219095756#0,1,0.007222824124232576,19.790295372233913
osm.sumocfg,7,1275720499,0,0.10705466338395327,19.44
osm.sumocfg,7,1275720499-AddedOffRampEdge,3,0.05279831045406547,6.638627589819953
osm.sumocfg,7,1275720500,0,0.0,19.44
osm.sumocfg,7,1280975206,0,0.0,22.22
osm.sumocfg,7,1280975207,0,0.0,22.22
osm.sumocfg,7,1280975209#0,0,0.0,22.22
osm.sumocfg,7,1280975210,0,0.0,25.0
osm.sumocfg,7,1280975211#0,1,0.0749175906502847,14.04540440018056
osm.sumocfg,7,1280975212,0,0.0,22.22
osm.sumocfg,7,1280975213,0,0.0,19.44
osm.sumocfg,7,268118776,0,0.0,19.44
osm.sumocfg,7,268118781,0,0.0,19.44
osm.sumocfg,7,270520028,0,0.0,25.0
osm.sumocfg,7,270520032,0,0.0,25.0
osm.sumocfg,7,4314451,0,0.0,19.44
osm.sumocfg,7,624243984,0,0.0,19.44
osm.sumocfg,7,704287262,0,0.0,22.22
osm.sumocfg,7,704560552,0,0.0,22.22
osm.sumocfg,7,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,7,839672235,0,0.0,25.0
osm.sumocfg,7,839672236,0,0.0,39.44
osm.sumocfg,7,932385130#1,0,0.0,39.44
osm.sumocfg,7,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,7,932385139,0,0.0,22.22
osm.sumocfg,7,932385140,0,0.0,22.22
osm.sumocfg,7,932385142,5,0.08799545829892652,23.518617347722344
osm.sumocfg,7,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,8,1021647991,1,0.02166753336800139,18.984227059536856
osm.sumocfg,8,1178714446,3,0.044609665427509305,23.887177479310065
osm.sumocfg,8,1178714447,0,0.0,39.44
osm.sumocfg,8,1219095754,0,0.0,19.44
osm.sumocfg,8,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,8,1219095756#0,1,0.007222824124232576,19.109844794479386
osm.sumocfg,8,1275720499,0,0.0,19.44
osm.sumocfg,8,1275720499-AddedOffRampEdge,4,0.0703977472720873,9.657310624523861
osm.sumocfg,8,1275720500,0,0.0,19.44
osm.sumocfg,8,1280975206,0,0.0,22.22
osm.sumocfg,8,1280975207,0,0.0,22.22
osm.sumocfg,8,1280975209#0,0,0.0,22.22
osm.sumocfg,8,1280975210,0,0.0,25.0
osm.sumocfg,8,1280975211#0,1,0.0749175906502847,11.86969875552482
osm.sumocfg,8,1280975212,0,0.0,22.22
osm.sumocfg,8,1280975213,0,0.0,19.44
osm.sumocfg,8,268118776,0,0.0,19.44
osm.sumocfg,8,268118781,0,0.0,19.44
osm.sumocfg,8,270520028,0,0.0,25.0
osm.sumocfg,8,270520032,0,0.0,25.0
osm.sumocfg,8,4314451,0,0.0,19.44
osm.sumocfg,8,624243984,0,0.0,19.44
osm.sumocfg,8,704287262,0,0.0,22.22
osm.sumocfg,8,704560552,0,0.0,22.22
osm.sumocfg,8,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,8,839672235,1,0.0016719164844277697,24.698712150730813
osm.sumocfg,8,839672236,1,0.010213044099924424,43.474712
osm.sumocfg,8,932385130#1,0,0.0,39.44
osm.sumocfg,8,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,8,932385139,0,0.0,22.22
osm.sumocfg,8,932385140,0,0.0,22.22
osm.sumocfg,8,932385142,6,0.10089801816680431,23.06083222910526
osm.sumocfg,8,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,9,1021647991,1,0.02166753336800139,19.230067697015834
osm.sumocfg,9,1178714446,4,0.06437188775907479,24.188460936623795
osm.sumocfg,9,1178714447,0,0.0,39.44
osm.sumocfg,9,1219095754,0,0.0,19.44
osm.sumocfg,9,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,9,1219095756#0,1,0.007222824124232576,19.647547410783545
osm.sumocfg,9,1275720499,0,0.0,19.44
osm.sumocfg,9,1275720499-AddedOffRampEdge,4,0.0703977472720873,10.84741533819935
osm.sumocfg,9,1275720500,0,0.0,19.44
osm.sumocfg,9,1280975206,0,0.0,22.22
osm.sumocfg,9,1280975207,0,0.0,22.22
osm.sumocfg,9,1280975209#0,0,0.0,22.22
osm.sumocfg,9,1280975210,0,0.0,25.0
osm.sumocfg,9,1280975211#0,1,0.0749175906502847,10.230895209582656
osm.sumocfg,9,1280975212,0,0.0,22.22
osm.sumocfg,9,1280975213,0,0.0,19.44
osm.sumocfg,9,268118776,0,0.0,19.44
osm.sumocfg,9,268118781,0,0.0,19.44
osm.sumocfg,9,270520028,0,0.0,25.0
osm.sumocfg,9,270520032,0,0.0,25.0
osm.sumocfg,9,4314451,0,0.0,19.44
osm.sumocfg,9,624243984,0,0.0,19.44
osm.sumocfg,9,704287262,0,0.0,22.22
osm.sumocfg,9,704560552,0,0.0,22.22
osm.sumocfg,9,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,9,839672235,1,0.0016719164844277697,24.74943686033909
osm.sumocfg,9,839672236,1,0.010213044099924424,42.628762619690676
osm.sumocfg,9,932385130#1,0,0.0,39.44
osm.sumocfg,9,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,9,932385139,0,0.0,22.22
osm.sumocfg,9,932385140,0,0.0,22.22
osm.sumocfg,9,932385142,7,0.10101401925322849,22.764624906523572
osm.sumocfg,9,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,10,1021647991,0,0.006414395991032268,19.44
osm.sumocfg,10,1178714446,3,0.044609665427509305,23.106316194418877
osm.sumocfg,10,1178714447,0,0.0,39.44
osm.sumocfg,10,1219095754,0,0.0,19.44
osm.sumocfg,10,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,10,1219095756#0,1,0.007222824124232576,19.81231313523017
osm.sumocfg,10,1275720499,0,0.0,19.44
osm.sumocfg,10,1275720499-AddedOffRampEdge,5,0.07814149947201689,10.099980188920624
osm.sumocfg,10,1275720500,0,0.0,19.44
osm.sumocfg,10,1280975206,0,0.0,22.22
osm.sumocfg,10,1280975207,0,0.0,22.22
osm.sumocfg,10,1280975209#0,0,0.0,22.22
osm.sumocfg,10,1280975210,0,0.0,25.0
osm.sumocfg,10,1280975211#0,1,0.0749175906502847,9.956658753844406
osm.sumocfg,10,1280975212,0,0.0,22.22
osm.sumocfg,10,1280975213,0,0.0,19.44
osm.sumocfg,10,268118776,0,0.0,19.44
osm.sumocfg,10,268118781,0,0.0,19.44
osm.sumocfg,10,270520028,0,0.0,25.0
osm.sumocfg,10,270520032,1,0.0044318383265378476,26.14875
osm.sumocfg,10,4314451,0,0.0,19.44
osm.sumocfg,10,624243984,0,0.0,19.44
osm.sumocfg,10,704287262,0,0.0,22.22
osm.sumocfg,10,704560552,0,0.0,22.22
osm.sumocfg,10,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,10,839672235,2,0.0033438329688555393,25.74293721158368
osm.sumocfg,10,839672236,1,0.010213044099924424,43.0905275638026
osm.sumocfg,10,932385130#1,0,0.0,39.44
osm.sumocfg,10,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,10,932385139,0,0.0,22.22
osm.sumocfg,10,932385140,0,0.0,22.22
osm.sumocfg,10,932385142,7,0.11380057803468209,23.26233359115624
osm.sumocfg,10,932385142-AddedOffRampEdge,0,0.0,25.0
osm.sumocfg,11,1021647991,1,0.02166753336800139,20.295360000000002
osm.sumocfg,11,1178714446,3,0.051725229034481,24.077318158678224
osm.sumocfg,11,1178714447,0,0.0,39.44
osm.sumocfg,11,1219095754,0,0.0,19.44
osm.sumocfg,11,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,11,1219095756#0,3,0.040053842870744275,15.249314710895442
osm.sumocfg,11,1275720499,0,0.0,19.44
osm.sumocfg,11,1275720499-AddedOffRampEdge,4,0.06054206265399507,12.66214253873087
osm.sumocfg,11,1275720500,0,0.0,19.44
osm.sumocfg,11,1280975206,0,0.0,22.22
osm.sumocfg,11,1280975207,0,0.0,22.22
osm.sumocfg,11,1280975209#0,0,0.0,22.22
osm.sumocfg,11,1280975210,0,0.0,25.0
osm.sumocfg,11,1280975211#0,2,0.10211088160441552,11.56189728685081
osm.sumocfg,11,1280975212,0,0.0,22.22
osm.sumocfg,11,1280975213,0,0.0,19.44
osm.sumocfg,11,268118776,0,0.0,19.44
osm.sumocfg,11,268118781,0,0.0,19.44
osm.sumocfg,11,270520028,0,0.0,25.0
osm.sumocfg,11,270520032,1,0.0044318383265378476,25.54090164248599
osm.sumocfg,11,4314451,0,0.0,19.44
osm.sumocfg,11,624243984,0,0.0,19.44
osm.sumocfg,11,704287262,0,0.0,22.22
osm.sumocfg,11,704560552,0,0.0,22.22
osm.sumocfg,11,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,11,839672235,2,0.0033438329688555393,25.603092768710727
osm.sumocfg,11,839672236,1,0.010213044099924424,42.55522741992463
osm.sumocfg,11,932385130#1,0,0.0,39.44
osm.sumocfg,11,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,11,932385139,0,0.0,22.22
osm.sumocfg,11,932385140,0,0.0,22.22
osm.sumocfg,11,932385142,5,0.06993187448389761,23.425052855176958
osm.sumocfg,11,932385142-AddedOffRampEdge,2,0.038974788217569105,24.892355388610156
osm.sumocfg,12,1021647991,1,0.02166753336800139,20.190823364594618
osm.sumocfg,12,1178714446,2,0.029739776951672868,24.413604281970027
osm.sumocfg,12,1178714447,0,0.0,39.44
osm.sumocfg,12,1219095754,0,0.0,19.44
osm.sumocfg,12,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,12,1219095756#0,3,0.040053842870744275,13.647104915875849
osm.sumocfg,12,1275720499,0,0.0,19.44
osm.sumocfg,12,1275720499-AddedOffRampEdge,4,0.07784836187707961,10.437296032491705
osm.sumocfg,12,1275720500,0,0.0,19.44
osm.sumocfg,12,1280975206,0,0.0,22.22
osm.sumocfg,12,1280975207,0,0.0,22.22
osm.sumocfg,12,1280975209#0,0,0.0,22.22
osm.sumocfg,12,1280975210,0,0.0,25.0
osm.sumocfg,12,1280975211#0,2,0.1498351813005694,5.628421375485726
osm.sumocfg,12,1280975212,0,0.0,22.22
osm.sumocfg,12,1280975213,0,0.0,19.44
osm.sumocfg,12,268118776,0,0.0,19.44
osm.sumocfg,12,268118781,0,0.0,19.44
osm.sumocfg,12,270520028,0,0.0,25.0
osm.sumocfg,12,270520032,1,0.0044318383265378476,25.689391743177552
osm.sumocfg,12,4314451,0,0.0,19.44
osm.sumocfg,12,624243984,0,0.0,19.44
osm.sumocfg,12,704287262,0,0.0,22.22
osm.sumocfg,12,704560552,0,0.0,22.22
osm.sumocfg,12,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,12,839672235,2,0.0033438329688555393,26.391631361780068
osm.sumocfg,12,839672236,1,0.010213044099924424,42.93223301440448
osm.sumocfg,12,932385130#1,0,0.0,39.44
osm.sumocfg,12,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,12,932385139,0,0.0,22.22
osm.sumocfg,12,932385140,0,0.0,22.22
osm.sumocfg,12,932385142,6,0.08111104979492065,22.834028852588535
osm.sumocfg,12,932385142-AddedOffRampEdge,2,0.04486908783783784,24.870721578293015
osm.sumocfg,13,1021647991,2,0.04333506673600278,19.189668434984537
osm.sumocfg,13,1178714446,1,0.014869888475836432,25.048002998672608
osm.sumocfg,13,1178714447,0,0.0,39.44
osm.sumocfg,13,1219095754,0,0.0,19.44
osm.sumocfg,13,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,13,1219095756#0,2,0.0328310187465117,15.631622965036547
osm.sumocfg,13,1275720499,0,0.0,19.44
osm.sumocfg,13,1275720499-AddedOffRampEdge,4,0.06054206265399507,12.279118605256038
osm.sumocfg,13,1275720500,0,0.0,19.44
osm.sumocfg,13,1280975206,0,0.0,22.22
osm.sumocfg,13,1280975207,1,0.14156285390713477,17.0381251584064
osm.sumocfg,13,1280975209#0,0,0.0,22.22
osm.sumocfg,13,1280975210,0,0.0,25.0
osm.sumocfg,13,1280975211#0,2,0.1498351813005694,4.969470645043097
osm.sumocfg,13,1280975212,0,0.0,22.22
osm.sumocfg,13,1280975213,0,0.0,19.44
osm.sumocfg,13,268118776,0,0.0,19.44
osm.sumocfg,13,268118781,0,0.0,19.44
osm.sumocfg,13,270520028,0,0.0,25.0
osm.sumocfg,13,270520032,1,0.0044318383265378476,25.790797459562313
osm.sumocfg,13,4314451,0,0.0,19.44
osm.sumocfg,13,624243984,0,0.0,19.44
osm.sumocfg,13,704287262,0,0.0,22.22
osm.sumocfg,13,704560552,0,0.0,22.22
osm.sumocfg,13,704560552-AddedOnRampEdge,0,0.0,22.22
osm.sumocfg,13,839672235,2,0.0033438329688555393,26.16674135219461
osm.sumocfg,13,839672236,1,0.010213044099924424,42.66443146407109
osm.sumocfg,13,932385130#1,0,0.0,39.44
osm.sumocfg,13,932385130#1-AddedOnRampEdge,0,0.0,39.44
osm.sumocfg,13,932385139,0,0.0,22.22
osm.sumocfg,13,932385140,0,0.0,22.22
osm.sumocfg,13,932385142,7,0.09031791907514451,22.914584690819805
osm.sumocfg,13,932385142-AddedOffRampEdge,3,0.06360853040540541,24.659908566834638
osm.sumocfg,14,1021647991,2,0.04333506673600278,18.907743470869516
osm.sumocfg,14,1178714446,0,0.0,25.0
osm.sumocfg,14,1178714447,0,0.0,39.44
osm.sumocfg,14,1219095754,0,0.0,19.44
osm.sumocfg,14,1219095754-AddedOnRampEdge,0,0.0,19.44
osm.sumocfg,14,1219095756#0,2,0.0328310187465117,16.08947351508065
osm.sumocfg,14,1275720499,1,0.12953367875647667,15.314833333333333
osm.sumocfg,14,1275720499-AddedOffRampEdge,4,0.06054206265399507,7.246417464129627
osm.sumocfg,14,1275720500,0,0.0,19.44
osm.sumocfg,14,1280975206,0,0.0,22.22
osm.sumocfg,14,1280975207,2,0.1651086242394452,14.917659273193818
osm.sumocfg,14,1280975209#0,0,0.0,22.22
osm.sumocfg,14,1280975210,0,0.0,25.0
osm.sumocfg,14,1280975211#0,2,0.1498351813005694,3.3726147376428495
